,shortName,playerName,team,position,averageCushion,averageSeparation,averageTargetedAirYards,shareOfTeamAirYards,receptions,targets,catchPercentage,receivingYards,receivingTouchdowns,avgYAC,expectedAvgYAC,avgYACAboveExpectation,season,seasonType,week
31,E.Decker,Eric Decker,NYJ,WR,4.4,2.2,12.8,41.91,2,7,28.57,37,1,3.2,1.7,1.4,2016,REG,1
32,E.Ebron,Eric Ebron,DET,TE,4.1,2,6.7,14.76,5,5,100,46,1,2.6,2,0.6,2016,REG,1
33,G.Tate,Golden Tate,DET,WR,7.3,3.3,1.6,4.95,7,7,100,41,0,4.3,5.5,-1.2,2016,REG,1
34,G.Olsen,Greg Olsen,CAR,TE,3.8,2.7,8.6,31.53,7,9,77.78,73,0,3.9,4.7,-0.8,2016,REG,1
35,H.Douglas,Harry Douglas,TEN,WR,4.6,1.7,4.3,6.62,2,5,40,21,0,6.5,2.5,4,2016,REG,1
36,J.Tamme,Jacob Tamme,ATL,TE,7.2,2.6,7.9,23.99,6,8,75,51,0,1.9,2.6,-0.7,2016,REG,1
37,J.Crowder,Jamison Crowder,WAS,WR,8.9,2.9,8,23.13,6,10,60,58,0,3.5,4.1,-0.6,2016,REG,1
38,J.Landry,Jarvis Landry,MIA,WR,8.2,3.5,3.2,12.59,7,10,70,59,0,5.7,4.2,1.4,2016,REG,1
39,J.Witten,Jason Witten,DAL,TE,7.7,3.1,6.6,21.2,9,14,64.29,66,0,3.2,4.5,-1.3,2016,REG,1
40,J.Kerley,Jeremy Kerley,SF,WR,6.8,3,9.7,49.17,7,11,63.64,61,0,2.8,5.5,-2.6,2016,REG,1
41,J.Maclin,Jeremy Maclin,KC,WR,4,1.8,10.9,24.79,5,7,71.43,63,1,1,2.3,-1.2,2016,REG,1
42,J.Kearse,Jermaine Kearse,SEA,WR,5.4,2.1,8.5,23.46,5,7,71.43,57,0,2.8,5.2,-2.4,2016,REG,1
43,J.James,Jesse James,PIT,TE,4.7,3.9,5.9,16.48,5,7,71.43,31,0,4,6.7,-2.7,2016,REG,1
44,J.Matthews,Jordan Matthews,PHI,WR,4.7,2.3,13.6,61.08,7,14,50,114,1,2.1,3.1,-1,2016,REG,1
45,J.Reed,Jordan Reed,WAS,TE,6.3,4.1,7.6,24.06,7,11,63.64,64,0,4.2,3.9,0.3,2016,REG,1
46,J.Nelson,Jordy Nelson,GB,WR,4.8,1.3,6.3,15.7,6,9,66.67,32,1,1.8,1.7,0.1,2016,REG,1
47,J.Edelman,Julian Edelman,NE,WR,8.1,3.7,6,20.11,7,7,100,66,0,3.4,3.7,-0.3,2016,REG,1
48,J.Jones,Julio Jones,ATL,WR,6.5,3.1,11.5,35.03,4,8,50,66,1,9.4,8.7,0.6,2016,REG,1
49,J.Thomas,Julius Thomas,JAX,TE,6.4,2.5,10.9,14.33,5,5,100,64,1,2.5,5.4,-2.9,2016,REG,1
50,K.Allen,Keenan Allen,LAC,WR,4.9,2.4,6.2,20.13,6,7,85.71,63,0,4,6.5,-2.6,2016,REG,1
51,K.Benjamin,Kelvin Benjamin,CAR,WR,6.7,1.7,9,43.75,6,12,50,91,1,4.2,4.2,0,2016,REG,1
52,K.Britt,Kenny Britt,LAR,WR,4.9,3.4,8.5,23.97,4,6,66.67,67,0,8.1,6,2.1,2016,REG,1
53,K.Stills,Kenny Stills,MIA,WR,5.3,2.5,33.9,67.59,1,5,20,16,0,-0.5,-1,0.6,2016,REG,1
54,K.White,Kevin White,CHI,WR,10,2.9,13,28.68,3,7,42.86,34,0,2.4,4.7,-2.3,2016,REG,1
55,K.Rudolph,Kyle Rudolph,MIN,TE,4.1,2.4,7.6,18.61,4,8,50,65,0,10.9,8.9,2,2016,REG,1
56,L.Fitzgerald,Larry Fitzgerald,ARI,WR,5.7,1.9,9.9,24.21,8,10,80,81,2,3.1,3.5,-0.5,2016,REG,1
57,M.Mitchell,Malcolm Mitchell,NE,WR,4.4,1.1,12.6,29.89,2,5,40,33,0,10.4,2.4,8,2016,REG,1
58,M.Bennett,Martellus Bennett,NE,TE,5.4,2.5,5.2,12.41,3,5,60,14,0,2,2.2,-0.2,2016,REG,1
59,M.Jones,Marvin Jones,DET,WR,3.5,3,13.4,59.18,4,10,40,85,0,7,8.1,-1.1,2016,REG,1
60,M.Crabtree,Michael Crabtree,OAK,WR,7.7,2.6,10.8,31.06,7,9,77.78,87,0,1.7,2.7,-1,2016,REG,1
61,M.Floyd,Michael Floyd,ARI,WR,4.6,2.3,16.4,28.13,3,7,42.86,61,0,4.4,5.4,-1,2016,REG,1
62,M.Thomas,Michael Thomas,NO,WR,3.2,3.1,4.3,7.84,6,6,100,58,0,5.4,4.2,1.1,2016,REG,1
63,M.Evans,Mike Evans,TB,WR,5.1,2.1,18.3,38.35,5,7,71.43,99,1,1.5,2.1,-0.6,2016,REG,1
64,M.Wallace,Mike Wallace,BAL,WR,8,2.7,17.2,38.58,3,6,50,91,1,12.3,11.5,0.8,2016,REG,1
65,M.Sanu,Mohamed Sanu,ATL,WR,6.2,2.9,10,30.47,5,8,62.5,80,1,9,8.2,0.8,2016,REG,1
66,N.Agholor,Nelson Agholor,PHI,WR,5.5,0.8,11.7,18.87,4,5,80,57,1,0.5,1.2,-0.7,2016,REG,1
67,O.Beckham,Odell Beckham,NYG,WR,5,2.9,11.3,43.44,4,8,50,73,0,4.4,7.8,-3.4,2016,REG,1
68,P.Dorsett,Phillip Dorsett,IND,WR,6.3,1.3,22.2,26.63,4,6,66.67,94,0,1,2.6,-1.6,2016,REG,1
69,P.Garcon,Pierre Garcon,WAS,WR,8.5,4.6,5.8,10.13,6,6,100,51,0,2.7,3.1,-0.5,2016,REG,1
70,Q.Enunwa,Quincy Enunwa,NYJ,WR,5.6,2.8,3.5,13.19,7,8,87.5,54,1,4.2,5,-0.8,2016,REG,1
71,Q.Patton,Quinton Patton,SF,WR,5.7,2.1,6.9,15.8,5,5,100,60,0,5.1,1.6,3.5,2016,REG,1
72,R.Cobb,Randall Cobb,GB,WR,5.6,3,10.3,22.6,6,8,75,57,0,1,3.3,-2.3,2016,REG,1
73,R.Woods,Robert Woods,BUF,WR,7.1,4.2,6,22.56,4,5,80,20,0,-0.7,1.1,-1.8,2016,REG,1
74,S.Watkins,Sammy Watkins,BUF,WR,2.6,4.4,11.6,52.21,4,6,66.67,43,0,0.4,1.1,-0.7,2016,REG,1
75,S.Diggs,Stefon Diggs,MIN,WR,6.8,2.4,12.7,34.84,7,9,77.78,103,0,2.9,3.2,-0.3,2016,REG,1
76,S.Smith,Steve Smith,BAL,WR,9.8,3.3,6.4,19.21,5,8,62.5,19,0,2,2.6,-0.6,2016,REG,1
77,T.Hilton,T.Y. Hilton,IND,WR,5.3,2.4,11.9,28.55,6,12,50,79,0,2.1,3.6,-1.4,2016,REG,1
78,T.Sharpe,Tajae Sharpe,TEN,WR,6,1.3,11.9,40.26,7,11,63.64,76,0,0.6,1.8,-1.2,2016,REG,1
79,T.Austin,Tavon Austin,LAR,WR,6,2,6.4,36.2,4,12,33.33,13,0,3.6,5.5,-1.8,2016,REG,1
80,T.Pryor,Terrelle Pryor,CLE,WR,5.7,2,18.2,39.31,3,7,42.86,68,0,1.3,1.8,-0.6,2016,REG,1
81,T.Smith,Torrey Smith,SF,WR,7.2,2.6,6.5,17.97,2,6,33.33,13,0,0,2.4,-2.4,2016,REG,1
82,T.Benjamin,Travis Benjamin,LAC,WR,7.3,2.5,3.1,11.57,7,8,87.5,32,0,1.3,2.3,-1,2016,REG,1
83,T.Kelce,Travis Kelce,KC,TE,6.1,1.8,7.4,16.94,6,7,85.71,74,0,4.1,5.9,-1.8,2016,REG,1
84,T.Lockett,Tyler Lockett,SEA,WR,7.3,4,0.6,1.87,3,8,37.5,17,0,5.8,7.1,-1.3,2016,REG,1
85,T.Williams,Tyrell Williams,LAC,WR,4.6,3.1,14.4,33.2,2,5,40,71,0,29.2,21.6,7.6,2016,REG,1
86,V.Jackson,Vincent Jackson,TB,WR,8.1,1.7,12.9,27.06,2,7,28.57,18,0,0.3,1.3,-1,2016,REG,1
87,V.Green,Virgil Green,DEN,TE,8.3,3.5,5.6,23.76,4,5,80,28,0,2.1,5.4,-3.4,2016,REG,1
88,W.Fuller,Will Fuller,HOU,WR,6.3,1.8,23,57.99,5,11,45.45,107,1,9,5.8,3.2,2016,REG,1
89,W.Snead,Willie Snead,NO,WR,7.4,2.4,13,35.35,9,9,100,172,1,6.8,7.7,-0.9,2016,REG,1
90,Z.Ertz,Zach Ertz,PHI,TE,6.1,3.5,7.7,17.33,6,7,85.71,58,0,2.8,4.1,-1.3,2016,REG,1
91,A.Green,A.J. Green,CIN,WR,6.8,2.2,14.1,27.21,2,8,25,38,0,1.3,5.3,-4.1,2016,REG,2
92,A.Humphries,Adam Humphries,TB,WR,6.2,4,8,10.51,6,8,75,67,0,8.5,7.4,1.1,2016,REG,2
93,A.Thielen,Adam Thielen,MIN,WR,4.3,2,12.3,20.93,4,5,80,41,0,0.1,1.1,-1,2016,REG,2
94,A.Hurns,Allen Hurns,JAX,WR,5.7,2.1,14.6,35.45,5,10,50,64,0,1.7,4,-2.3,2016,REG,2
95,A.Robinson,Allen Robinson,JAX,WR,4.2,3,12.1,14.66,3,5,60,54,0,8,8.5,-0.5,2016,REG,2
96,A.Jeffery,Alshon Jeffery,CHI,WR,5.6,2,16.9,49.18,5,7,71.43,96,0,3.3,3.8,-0.5,2016,REG,2
97,A.Cooper,Amari Cooper,OAK,WR,3.4,2.3,10.3,38.07,5,9,55.56,71,0,7.4,6,1.4,2016,REG,2
98,A.Boldin,Anquan Boldin,DET,WR,5.1,2.6,7,13.79,4,7,57.14,48,1,3.3,2.1,1.2,2016,REG,2
99,A.Brown,Antonio Brown,PIT,WR,4.7,2.4,11.8,28.21,4,11,36.36,39,0,1.4,3.9,-2.5,2016,REG,2
100,A.Gates,Antonio Gates,LAC,TE,5,2.2,7,14.74,3,5,60,15,1,3,3.5,-0.5,2016,REG,2
101,B.Cooks,Brandin Cooks,NO,WR,7.3,3.1,8.2,22.77,7,9,77.78,68,0,3.7,3,0.6,2016,REG,2
102,B.Lafell,Brandon LaFell,CIN,WR,8.2,2.3,11,21.26,3,8,37.5,39,0,1.6,1.7,-0.1,2016,REG,2
103,B.Marshall,Brandon Marshall,NYJ,WR,5.6,2.2,16.8,35.82,6,9,66.67,101,0,5.6,6.7,-1.1,2016,REG,2
104,B.Perriman,Breshad Perriman,BAL,WR,5.3,2.9,29.6,28.79,2,5,40,32,0,3.3,5.7,-2.3,2016,REG,2
105,C.Uzomah,C.J. Uzomah,CIN,TE,3.8,2.6,10.3,19.88,3,8,37.5,9,0,-0.4,2.4,-2.7,2016,REG,2
106,C.Clay,Charles Clay,BUF,TE,8,5.5,4.1,7.42,5,7,71.43,27,0,3.7,5.9,-2.2,2016,REG,2
107,C.Hogan,Chris Hogan,NE,WR,6.1,3.3,13,26.56,4,6,66.67,59,0,5.2,4.5,0.7,2016,REG,2
108,C.Walford,Clive Walford,OAK,TE,5,6.6,4.7,13.53,6,7,85.71,50,1,4.3,6.5,-2.2,2016,REG,2
109,C.Fleener,Coby Fleener,NO,TE,5.1,2.1,11.3,27.85,2,8,25,29,0,4,6.3,-2.3,2016,REG,2
110,C.Beasley,Cole Beasley,DAL,WR,5.5,4.9,7.9,23.47,5,6,83.33,75,0,6.7,6.3,0.3,2016,REG,2
111,C.Brown,Corey Brown,CAR,WR,5.8,3.5,5,7.38,3,6,50,15,0,3.5,5,-1.5,2016,REG,2
112,C.Coleman,Corey Coleman,CLE,WR,5.5,3.7,18.8,32.32,5,8,62.5,104,2,3.6,4.1,-0.5,2016,REG,2
113,D.Fells,Darren Fells,ARI,TE,12,3.7,3.6,3.87,4,5,80,31,0,6.3,8.5,-2.2,2016,REG,2
114,D.Adams,Davante Adams,GB,WR,5.8,2.1,10.9,23.03,3,7,42.86,26,0,1,1.7,-0.7,2016,REG,2
115,D.Hopkins,DeAndre Hopkins,HOU,WR,3.3,1.7,12.8,35.29,7,11,63.64,113,1,3.6,2.6,1.1,2016,REG,2
116,D.Jackson,DeSean Jackson,WAS,WR,6.9,3.6,20.1,18.35,3,5,60,40,0,8.9,12.5,-3.6,2016,REG,2
117,D.Parker,DeVante Parker,MIA,WR,4.8,2.1,14.7,42.12,8,13,61.54,106,0,2.8,4.2,-1.3,2016,REG,2
118,D.Walker,Delanie Walker,TEN,TE,7,4.4,8.6,21.57,6,6,100,83,1,5.3,5.6,-0.3,2016,REG,2
119,D.Thomas,Demaryius Thomas,DEN,WR,6.2,2,10.7,30.81,5,7,71.43,90,0,9.4,4.9,4.5,2016,REG,2
120,D.Pitta,Dennis Pitta,BAL,TE,5,2.8,4.2,9.92,9,12,75,102,0,5.8,4.4,1.3,2016,REG,2
121,D.Bryant,Dez Bryant,DAL,WR,5.5,1.8,11.8,70.2,7,12,58.33,102,0,1.5,2.3,-0.9,2016,REG,2
122,D.Baldwin,Doug Baldwin,SEA,WR,7.1,3.3,6.3,12.05,3,6,50,20,0,2.9,4.2,-1.3,2016,REG,2
123,E.Royal,Eddie Royal,CHI,WR,5.5,3.7,2.6,6.49,4,6,66.67,52,0,13,6.2,6.8,2016,REG,2
124,E.Sanders,Emmanuel Sanders,DEN,WR,4.5,3,10.2,33.38,3,8,37.5,39,0,2.1,2.5,-0.4,2016,REG,2
125,E.Decker,Eric Decker,NYJ,WR,6.6,1.8,19.6,37.18,6,8,75,126,1,3,5,-2.1,2016,REG,2
126,E.Ebron,Eric Ebron,DET,TE,5.8,2.3,10.3,20.37,4,7,57.14,53,0,5.2,4.8,0.4,2016,REG,2
127,G.Barnidge,Gary Barnidge,CLE,TE,4.3,2.2,9.8,10.52,4,5,80,37,0,1,1.6,-0.6,2016,REG,2
128,G.Tate,Golden Tate,DET,WR,3.3,2.4,15,33.86,2,8,25,13,0,3.4,7.2,-3.8,2016,REG,2
129,G.Olsen,Greg Olsen,CAR,TE,6.7,3.3,17.6,34.77,5,8,62.5,122,1,10.2,7.5,2.7,2016,REG,2
130,G.Salas,Greg Salas,BUF,WR,6.7,3.9,15.2,19.44,4,5,80,89,1,8.1,6.6,1.5,2016,REG,2
131,J.Doyle,Jack Doyle,IND,TE,5,3.6,5.1,7.68,4,5,80,37,0,3.2,3.7,-0.5,2016,REG,2
132,J.Tamme,Jacob Tamme,ATL,TE,5.2,2.7,7.4,19.45,5,8,62.5,75,1,9.3,8,1.2,2016,REG,2
133,J.Crowder,Jamison Crowder,WAS,WR,6.8,3.6,12.4,18.07,6,8,75,39,1,1.5,2.9,-1.3,2016,REG,2
134,J.Cook,Jared Cook,GB,TE,5.5,4.4,5.8,10.47,4,6,66.67,31,0,0.8,2.6,-1.8,2016,REG,2
135,J.Landry,Jarvis Landry,MIA,WR,3.7,3.6,7.1,20.37,10,13,76.92,135,0,5.6,7.8,-2.2,2016,REG,2
136,J.Kerley,Jeremy Kerley,SF,WR,4.8,1.7,11,16.34,3,6,50,29,0,3,2.8,0.2,2016,REG,2
137,J.Maclin,Jeremy Maclin,KC,WR,8.9,2.4,12.4,52.98,6,15,40,68,0,1.5,3.3,-1.8,2016,REG,2
138,J.Kearse,Jermaine Kearse,SEA,WR,8.5,3.3,7.4,14.1,2,6,33.33,11,0,2,3.3,-1.3,2016,REG,2
139,J.James,Jesse James,PIT,TE,7.2,2.5,9.4,10.24,3,5,60,29,1,0.9,2,-1.1,2016,REG,2
140,J.Cameron,Jordan Cameron,MIA,TE,8.5,3.7,9.4,14.57,5,7,71.43,49,1,5.5,5.7,-0.2,2016,REG,2
141,J.Matthews,Jordan Matthews,PHI,WR,6.4,3.8,9,27.04,6,9,66.67,71,0,6,5.7,0.4,2016,REG,2
142,J.Reed,Jordan Reed,WAS,TE,5.1,2.5,11.8,15.05,5,7,71.43,70,0,2.3,4.3,-2,2016,REG,2
143,J.Nelson,Jordy Nelson,GB,WR,5,2.3,14.1,47,5,11,45.45,73,1,4.5,2.9,1.5,2016,REG,2
144,J.Doctson,Josh Doctson,WAS,WR,4.6,1.6,27.2,24.8,1,5,20,57,0,13.5,8.2,5.4,2016,REG,2
145,J.Edelman,Julian Edelman,NE,WR,6.5,2.5,6.2,21.03,7,10,70,76,0,5.4,5.8,-0.4,2016,REG,2
146,J.Jones,Julio Jones,ATL,WR,3.4,1.6,13.4,21.93,5,5,100,106,1,7.8,8,-0.2,2016,REG,2
147,J.Thomas,Julius Thomas,JAX,TE,4.8,3.8,11.8,20.1,4,7,57.14,71,0,10.5,12.2,-1.6,2016,REG,2
148,K.Benjamin,Kelvin Benjamin,CAR,WR,4.1,1.2,12.7,28.19,7,9,77.78,108,2,1,2.5,-1.5,2016,REG,2
149,K.Britt,Kenny Britt,LAR,WR,3.5,2.1,13,43.42,6,10,60,94,0,3.1,5.5,-2.4,2016,REG,2
150,K.White,Kevin White,CHI,WR,5.5,3.2,13.3,33.19,4,6,66.67,36,0,2.7,4.6,-1.9,2016,REG,2
151,K.Rudolph,Kyle Rudolph,MIN,TE,6.9,1.6,11,29.92,3,8,37.5,31,1,0.8,2.1,-1.2,2016,REG,2
152,L.Kendricks,Lance Kendricks,LAR,TE,3.9,1.2,10.6,21.21,4,6,66.67,61,0,6.2,7.5,-1.4,2016,REG,2
153,L.Donnell,Larry Donnell,NYG,TE,7.9,3.4,4.6,6.91,4,5,80,24,0,2.2,3.5,-1.2,2016,REG,2
154,L.Fitzgerald,Larry Fitzgerald,ARI,WR,6.8,1.3,13.9,29.81,5,10,50,77,1,1.8,2.4,-0.6,2016,REG,2
155,M.Lee,Marqise Lee,JAX,WR,4.5,4,10.4,17.76,5,7,71.43,75,0,8,6.3,1.8,2016,REG,2
156,M.Goodwin,Marquise Goodwin,BUF,WR,6.5,3.1,26.1,33.33,2,5,40,94,1,17,7.2,9.8,2016,REG,2
157,M.Bennett,Martellus Bennett,NE,TE,5.4,7.5,3.2,6.48,5,6,83.33,114,1,19.1,9.2,9.9,2016,REG,2
158,M.Jones,Marvin Jones,DET,WR,4.5,1.8,10.4,32.28,8,11,72.73,118,0,6.1,1.5,4.6,2016,REG,2
159,M.Crabtree,Michael Crabtree,OAK,WR,8.2,3,6.7,13.8,4,5,80,31,1,2.4,2.1,0.3,2016,REG,2
160,M.Floyd,Michael Floyd,ARI,WR,6.5,1.7,17.6,22.77,2,6,33.33,8,1,-0.4,0,-0.4,2016,REG,2
161,M.Thomas,Michael Thomas,NO,WR,3.6,2.4,8.9,13.71,4,5,80,56,0,6.8,6.1,0.7,2016,REG,2
162,M.Evans,Mike Evans,TB,WR,5.4,2,18.3,53.92,6,18,33.33,70,1,0.7,1.9,-1.2,2016,REG,2
163,M.Wallace,Mike Wallace,BAL,WR,7.2,1.7,18.1,21.13,4,6,66.67,41,2,1.7,3.2,-1.6,2016,REG,2
164,M.Sanu,Mohamed Sanu,ATL,WR,8.3,4.7,7.3,11.97,3,5,60,19,0,4.8,7.5,-2.7,2016,REG,2
165,N.Agholor,Nelson Agholor,PHI,WR,7.9,2.1,18.5,43.39,4,7,57.14,42,0,5,5.8,-0.8,2016,REG,2
166,O.Beckham,Odell Beckham,NYG,WR,6.8,4,10.6,34.91,8,11,72.73,86,0,2.3,4,-1.7,2016,REG,2
167,P.Richardson,Paul Richardson,SEA,WR,8.4,2.6,18.2,34.72,3,6,50,35,0,1.5,2.8,-1.3,2016,REG,2
168,P.Dorsett,Phillip Dorsett,IND,WR,7.8,1.3,18.2,27.24,1,5,20,30,0,-0.3,1.2,-1.5,2016,REG,2
169,P.Garcon,Pierre Garcon,WAS,WR,5.6,2.2,9.5,12.2,2,7,28.57,25,0,1.7,1.3,0.3,2016,REG,2
170,Q.Enunwa,Quincy Enunwa,NYJ,WR,6.8,1.9,12.2,17.38,6,6,100,92,0,3.1,3.4,-0.3,2016,REG,2
171,Q.Patton,Quinton Patton,SF,WR,8.3,4.1,7.4,11.03,3,6,50,25,0,3.5,4.9,-1.4,2016,REG,2
172,R.Cobb,Randall Cobb,GB,WR,6.9,2.9,6.1,13,5,7,71.43,42,0,7,7.1,-0.1,2016,REG,2
173,R.Matthews,Rishard Matthews,TEN,WR,5.3,2.3,12.2,30.68,4,6,66.67,40,0,1.9,3.2,-1.3,2016,REG,2
174,S.Coates,Sammie Coates,PIT,WR,4.8,1.7,38.7,42.11,2,5,40,97,0,12.7,17.6,-4.8,2016,REG,2
175,S.Watkins,Sammy Watkins,BUF,WR,3.7,2.1,22.8,29.14,2,5,40,20,0,-1,1.1,-2.1,2016,REG,2
176,S.Roberts,Seth Roberts,OAK,WR,4.8,3.3,9.2,22.75,3,6,50,25,0,6.6,4.9,1.7,2016,REG,2
177,S.Diggs,Stefon Diggs,MIN,WR,4.2,4.4,13.3,49.79,9,11,81.82,182,1,8.1,6.9,1.2,2016,REG,2
178,S.Shepard,Sterling Shepard,NYG,WR,3.6,2.4,10,23.82,8,8,100,117,0,4.6,6.7,-2,2016,REG,2
179,S.Smith,Steve Smith,BAL,WR,6.6,1.6,16,18.71,3,6,50,64,0,2,3.1,-1.1,2016,REG,2
180,T.Hilton,T.Y. Hilton,IND,WR,5.5,2.9,10.3,33.96,4,11,36.36,41,0,2.3,3.8,-1.5,2016,REG,2
181,T.Sharpe,Tajae Sharpe,TEN,WR,6.1,2.2,9.5,27.82,4,7,57.14,33,0,3,3.1,-0.1,2016,REG,2
182,T.Austin,Tavon Austin,LAR,WR,7.2,2.8,11.7,35.34,5,9,55.56,50,0,2.3,4.8,-2.5,2016,REG,2
183,T.Pryor,Terrelle Pryor,CLE,WR,7.2,2.7,21.9,46.93,3,10,30,32,0,0.3,3.2,-2.9,2016,REG,2
184,T.Smith,Torrey Smith,SF,WR,7.3,1.7,16.6,41.23,3,10,30,55,1,0.6,1.6,-0.9,2016,REG,2
185,T.Benjamin,Travis Benjamin,LAC,WR,5.5,2.9,16.4,41.62,6,6,100,115,2,3,4.7,-1.8,2016,REG,2
186,T.Kelce,Travis Kelce,KC,TE,6.8,2.5,7.8,15.47,5,7,71.43,34,0,0.8,2.4,-1.6,2016,REG,2
187,T.Burton,Trey Burton,PHI,TE,3.6,2.4,7.3,17.02,5,7,71.43,49,1,3.1,2.3,0.8,2016,REG,2
188,T.Boyd,Tyler Boyd,CIN,WR,7.1,2.7,9.1,17.45,6,8,75,78,0,2.4,4.4,-2,2016,REG,2
189,T.Williams,Tyrell Williams,LAC,WR,3.9,3,11.2,28.46,3,6,50,61,1,16.7,11.2,5.6,2016,REG,2
190,V.Davis,Vernon Davis,WAS,TE,6.3,5.3,4.2,3.85,5,5,100,51,0,6,6,0,2016,REG,2
191,V.Cruz,Victor Cruz,NYG,WR,3.9,1.7,13.3,31.64,4,8,50,91,0,12.1,9.5,2.5,2016,REG,2
192,V.Jackson,Vincent Jackson,TB,WR,7.9,2,14.2,21.01,4,9,44.44,44,0,2.1,2.1,-0.1,2016,REG,2
193,W.Fuller,Will Fuller,HOU,WR,3.6,1.9,26.5,46.35,4,7,57.14,104,0,1.9,4,-2.1,2016,REG,2
194,W.Snead,Willie Snead,NO,WR,4.6,2.3,7.7,18.98,5,8,62.5,54,1,4,4.4,-0.4,2016,REG,2
