,shortName,playerName,team,position,averageCushion,averageSeparation,averageTargetedAirYards,shareOfTeamAirYards,receptions,targets,catchPercentage,receivingYards,receivingTouchdowns,avgYAC,expectedAvgYAC,avgYACAboveExpectation,season,seasonType,week
15,C.Davis,Corey Davis,TEN,WR,6.1,3.8,10.1,27.59,6,10,60,69,0,4,5.2,-1.1,2017,REG,1
16,D.Amendola,Danny Amendola,NE,WR,2.8,3.6,7.6,9.77,6,7,85.71,100,0,8.4,9.1,-0.7,2017,REG,1
17,D.Adams,Davante Adams,GB,WR,3.6,3,16.5,38.7,3,7,42.86,47,0,5.4,4.8,0.6,2017,REG,1
18,D.Hopkins,DeAndre Hopkins,HOU,WR,3.6,1.3,11.8,56.69,7,16,43.75,55,1,0.6,1.5,-0.8,2017,REG,1
19,D.Walker,Delanie Walker,TEN,TE,7.6,3.1,10.9,26.67,7,9,77.78,76,0,2.4,3.6,-1.2,2017,REG,1
20,D.Thomas,Demaryius Thomas,DEN,WR,3.1,2.2,9.9,37.76,5,8,62.5,67,0,2.7,2.1,0.5,2017,REG,1
21,D.Bryant,Dez Bryant,DAL,WR,4.9,1.5,14.7,42.86,2,9,22.22,43,0,13.6,4.7,8.9,2017,REG,1
22,E.Sanders,Emmanuel Sanders,DEN,WR,4.9,3.8,7.3,20.96,3,6,50,26,0,5.3,2.2,3.1,2017,REG,1
23,E.Decker,Eric Decker,TEN,WR,5.9,2.7,7,15.13,3,8,37.5,10,0,2.9,4.6,-1.7,2017,REG,1
24,E.Engram,Evan Engram,NYG,TE,4.3,3.6,6,15.28,4,5,80,44,0,4.6,4.5,0.1,2017,REG,1
25,G.Kittle,George Kittle,SF,TE,4.9,2.1,3.6,8.29,5,6,83.33,27,0,3.4,3.2,0.2,2017,REG,1
26,G.Tate,Golden Tate,DET,WR,5.6,2.3,5.1,20,10,12,83.33,107,0,4.7,4.5,0.2,2017,REG,1
27,J.Nelson,J.J. Nelson,ARI,WR,6.6,1.8,10.7,14.97,5,6,83.33,43,1,-0.9,0,-0.9,2017,REG,1
28,J.Crowder,Jamison Crowder,WAS,WR,7.7,3.2,10.5,19.95,3,7,42.86,14,0,1.4,2.4,-1,2017,REG,1
29,J.Cook,Jared Cook,OAK,TE,7.8,2.8,6.7,17.45,5,5,100,56,0,4.5,4.2,0.3,2017,REG,1
30,J.Witten,Jason Witten,DAL,TE,4.1,1.6,6.4,18.55,7,9,77.78,59,1,1.7,2,-0.3,2017,REG,1
31,J.Kearse,Jermaine Kearse,NYJ,WR,4.5,1.5,7.8,36.46,7,9,77.78,59,0,1.9,2.2,-0.3,2017,REG,1
32,J.James,Jesse James,PIT,TE,6.7,3.5,6.1,21.52,6,8,75,41,2,4.7,4.4,0.3,2017,REG,1
33,J.Graham,Jimmy Graham,SEA,TE,5.9,3.5,4.3,12.26,3,8,37.5,8,0,7.2,9.6,-2.4,2017,REG,1
34,J.Brown,John Brown,ARI,WR,7.4,2.8,13.4,28.21,4,9,44.44,32,0,-0.4,1.1,-1.4,2017,REG,1
35,J.Reed,Jordan Reed,WAS,TE,7.6,3.7,5.7,12.34,5,8,62.5,36,0,2.6,3,-0.4,2017,REG,1
36,J.Nelson,Jordy Nelson,GB,WR,4.7,1.6,12.1,32.38,7,8,87.5,79,1,0.4,1.3,-0.8,2017,REG,1
37,J.Jones,Julio Jones,ATL,WR,4.4,1.7,8.6,20.28,4,5,80,66,0,7.8,8.2,-0.4,2017,REG,1
38,K.Allen,Keenan Allen,LAC,WR,6.5,2.4,6.4,31.14,5,10,50,35,1,1.2,2.5,-1.3,2017,REG,1
39,K.Benjamin,Kelvin Benjamin,CAR,WR,6.7,1.1,16.3,37.08,1,5,20,25,0,4.7,3.5,1.2,2017,REG,1
40,K.Golladay,Kenny Golladay,DET,WR,4.8,1.6,16.5,38.06,4,7,57.14,69,2,1.8,1.6,0.3,2017,REG,1
41,L.Fitzgerald,Larry Fitzgerald,ARI,WR,5.9,2.3,10.8,32.68,6,13,46.15,74,0,7.4,9.2,-1.8,2017,REG,1
42,M.Goodwin,Marquise Goodwin,SF,WR,6,1.8,20.8,47.94,3,6,50,21,0,0.4,1.4,-1,2017,REG,1
43,M.Bryant,Martavis Bryant,PIT,WR,8.3,4.1,12.7,33.33,2,6,33.33,14,0,0.2,2.5,-2.3,2017,REG,1
44,M.Bennett,Martellus Bennett,GB,TE,4.9,2.9,6.3,12.72,3,6,50,43,0,9.1,7.7,1.4,2017,REG,1
45,M.Crabtree,Michael Crabtree,OAK,WR,4.6,2.7,7.5,27.31,6,7,85.71,83,0,6.3,3.4,2.9,2017,REG,1
46,M.Thomas,Michael Thomas,NO,WR,4.9,1.7,10.2,31.41,5,8,62.5,45,0,1.5,2.1,-0.6,2017,REG,1
47,M.Sanu,Mohamed Sanu,ATL,WR,4.8,1.7,5.8,24.36,6,9,66.67,47,0,1.9,2.6,-0.7,2017,REG,1
48,N.Agholor,Nelson Agholor,PHI,WR,7.4,2.5,10.5,20.27,6,8,75,86,1,5.6,3.9,1.7,2017,REG,1
49,P.Richardson,Paul Richardson,SEA,WR,2.9,1.5,12,29.76,4,7,57.14,59,0,0.9,1.7,-0.7,2017,REG,1
50,P.Garcon,Pierre Garcon,SF,WR,5.9,2.5,9.3,35.78,6,10,60,81,0,7.2,3.5,3.7,2017,REG,1
51,R.Cobb,Randall Cobb,GB,WR,4.5,3.6,3.2,13.8,9,13,69.23,85,0,7.8,8.1,-0.3,2017,REG,1
52,R.Matthews,Rishard Matthews,TEN,WR,5.9,3.3,11.8,28.8,5,9,55.56,71,0,2.5,2.8,-0.3,2017,REG,1
53,R.Gronkowski,Rob Gronkowski,NE,TE,2.9,1.4,18.9,20.85,2,6,33.33,33,0,3.8,4.2,-0.4,2017,REG,1
54,R.Anderson,Robby Anderson,NYJ,WR,5.5,4.4,9,37.61,4,8,50,22,0,2.7,4.9,-2.1,2017,REG,1
55,R.Woods,Robert Woods,LAR,WR,6.9,2.8,11.9,25.58,3,5,60,53,0,3.5,5.5,-2.1,2017,REG,1
56,R.Lewis,Roger Lewis,NYG,WR,5.4,2.8,11.2,34.06,4,6,66.67,54,0,2.5,3.6,-1.1,2017,REG,1
57,R.Grant,Ryan Grant,WAS,WR,9.9,2.9,4.4,7.15,4,6,66.67,61,0,11.2,11.8,-0.5,2017,REG,1
58,S.Watkins,Sammy Watkins,LAR,WR,2.3,3.1,5.7,12.1,5,5,100,58,0,5.9,6.5,-0.6,2017,REG,1
59,S.Devalve,Seth DeValve,CLE,TE,5.6,5.7,5.8,8.57,4,5,80,42,0,7.3,6.6,0.8,2017,REG,1
60,S.Diggs,Stefon Diggs,MIN,WR,5.9,3,10.4,33.07,7,8,87.5,93,2,2.4,3.5,-1.2,2017,REG,1
61,S.Anderson,Stephen Anderson,HOU,TE,6.8,4,8.2,12.33,2,5,40,14,0,5.2,6.3,-1.1,2017,REG,1
62,S.Shepard,Sterling Shepard,NYG,WR,5.8,4,3.5,14.08,7,8,87.5,44,0,3.1,3.7,-0.7,2017,REG,1
63,T.Hilton,T.Y. Hilton,IND,WR,6.6,1.9,14.5,46.47,3,7,42.86,57,0,3.6,4.5,-0.8,2017,REG,1
64,T.Ginn,Ted Ginn,NO,WR,6.4,3.4,9.2,17.76,4,5,80,53,0,3.5,5.4,-1.9,2017,REG,1
65,T.Williams,Terrance Williams,DAL,WR,7.3,3.2,5.2,11.88,6,7,85.71,68,0,7.8,4.1,3.7,2017,REG,1
66,T.Pryor,Terrelle Pryor,WAS,WR,7.1,2.3,15.6,46.52,6,11,54.55,66,0,4.8,4.8,0,2017,REG,1
67,T.Kelce,Travis Kelce,KC,TE,5.3,2.8,7.1,19.27,5,7,71.43,40,0,5.8,6.3,-0.5,2017,REG,1
68,T.Hill,Tyreek Hill,KC,WR,7.1,5.2,11.6,35.73,7,8,87.5,133,1,7.9,9.2,-1.3,2017,REG,1
69,T.Williams,Tyrell Williams,LAC,WR,4.8,3.3,7.7,26.34,5,7,71.43,54,0,4.2,3.2,1.1,2017,REG,1
70,Z.Ertz,Zach Ertz,PHI,TE,4.5,2.7,9.4,18.13,8,8,100,93,0,2.3,2.5,-0.2,2017,REG,1
71,Z.Miller,Zach Miller,CHI,TE,5.9,3.7,6,17.39,4,6,66.67,39,0,2.5,2,0.5,2017,REG,1
72,A.Green,A.J. Green,CIN,WR,6.9,3.5,14,32.62,5,8,62.5,67,0,3.2,6.1,-2.9,2017,REG,2
73,A.Thielen,Adam Thielen,MIN,WR,6.3,3,8.9,18.8,5,6,83.33,44,0,2.6,3.2,-0.6,2017,REG,2
74,A.Erickson,Alex Erickson,CIN,WR,5.9,2.2,12.8,22.23,4,6,66.67,62,0,0.9,2.3,-1.3,2017,REG,2
75,A.Hurns,Allen Hurns,JAX,WR,4.6,2.3,12.5,31.18,6,7,85.71,82,1,3.9,4.4,-0.6,2017,REG,2
76,A.Jeffery,Alshon Jeffery,PHI,WR,5.4,1.6,18.7,42.64,7,13,53.85,92,1,2.4,2.3,0.1,2017,REG,2
77,A.Cooper,Amari Cooper,OAK,WR,4,3,4.5,18.39,4,5,80,33,0,3.8,4.5,-0.7,2017,REG,2
78,A.Brown,Antonio Brown,PIT,WR,3.8,2.6,18.5,53.8,5,11,45.45,62,0,6.4,5.8,0.5,2017,REG,2
79,B.Watson,Benjamin Watson,BAL,TE,6,2.7,6.5,26.18,8,8,100,91,0,4.9,4.2,0.7,2017,REG,2
80,B.Coleman,Brandon Coleman,NO,WR,6,4.2,12.6,18.6,4,6,66.67,82,1,8.5,7.1,1.4,2017,REG,2
81,B.Lafell,Brandon LaFell,CIN,WR,7.9,3.8,9.8,19.9,4,7,57.14,30,0,3,2.5,0.5,2017,REG,2
82,B.Marshall,Brandon Marshall,NYG,WR,7,1.7,17.2,27.06,1,5,20,17,0,2.5,3.4,-0.9,2017,REG,2
83,C.Hogan,Chris Hogan,NE,WR,4.3,3,6.6,13.41,5,6,83.33,78,1,10.4,8.5,1.9,2017,REG,2
84,C.Beasley,Cole Beasley,DAL,WR,6.5,2.9,8,17.32,4,8,50,33,0,2.6,4,-1.4,2017,REG,2
85,C.Kupp,Cooper Kupp,LAR,WR,7.8,1.8,6.6,25.23,3,6,50,33,0,5.9,3.5,2.4,2017,REG,2
86,C.Coleman,Corey Coleman,CLE,WR,3.1,3.2,15.9,22.38,1,7,14.29,9,0,1.1,1.7,-0.5,2017,REG,2
87,D.Adams,Davante Adams,GB,WR,4.4,3.1,7.2,29.18,8,10,80,99,1,6.1,5.7,0.4,2017,REG,2
88,D.Hopkins,DeAndre Hopkins,HOU,WR,3.4,2.3,9.2,64.21,7,13,53.85,73,0,0.9,2.3,-1.4,2017,REG,2
89,D.Jackson,DeSean Jackson,TB,WR,6.7,1.2,19,34.81,3,7,42.86,39,0,2.2,4.3,-2.2,2017,REG,2
90,D.Parker,DeVante Parker,MIA,WR,2.9,1.9,16.8,47.32,4,9,44.44,85,0,7.8,7.4,0.3,2017,REG,2
91,D.Thomas,Demaryius Thomas,DEN,WR,6,1.8,10.2,33,6,8,75,71,0,5.8,5.6,0.2,2017,REG,2
92,D.Thompson,Deonte Thompson,CHI,WR,7.4,2.6,15.7,24.39,4,5,80,57,1,1.5,1.4,0.1,2017,REG,2
93,D.Funchess,Devin Funchess,CAR,WR,5.8,3.9,14.5,33.31,4,6,66.67,68,0,3.8,4.3,-0.5,2017,REG,2
94,D.Bryant,Dez Bryant,DAL,WR,5.5,1.9,9.3,40.29,7,16,43.75,59,1,2.2,3.8,-1.6,2017,REG,2
95,D.Moncrief,Donte Moncrief,IND,WR,5.6,2.3,16.2,41.44,2,8,25,18,0,0.9,3.5,-2.6,2017,REG,2
96,D.Baldwin,Doug Baldwin,SEA,WR,7.5,3.8,7.6,24.19,6,9,66.67,44,0,2.1,4.4,-2.3,2017,REG,2
97,E.Rogers,Eli Rogers,PIT,WR,4.6,1.8,9.5,17.61,4,7,57.14,43,0,3.9,3.4,0.4,2017,REG,2
98,E.Sanders,Emmanuel Sanders,DEN,WR,7.1,2.6,7.9,25.45,6,8,75,62,2,3.7,1.4,2.3,2017,REG,2
99,E.Decker,Eric Decker,TEN,WR,5.4,2.3,11.6,23.09,3,5,60,32,0,0.9,1.1,-0.2,2017,REG,2
100,E.Ebron,Eric Ebron,DET,TE,7.1,4.1,5.1,10.63,5,5,100,42,1,3.9,3.8,0,2017,REG,2
101,E.Engram,Evan Engram,NYG,TE,9,2.3,12.1,26.71,4,7,57.14,49,1,3.4,3.3,0,2017,REG,2
102,G.Allison,Geronimo Allison,GB,WR,4.5,3.8,7.4,14.9,3,5,60,24,0,5.6,6.3,-0.7,2017,REG,2
103,H.Henry,Hunter Henry,LAC,TE,5.1,3.9,10.1,26.01,7,7,100,80,0,1.3,3.3,-2,2017,REG,2
104,J.Nelson,J.J. Nelson,ARI,WR,7.7,2.9,20.1,33.06,5,7,71.43,120,1,4,7.8,-3.9,2017,REG,2
105,J.Doyle,Jack Doyle,IND,TE,6.5,3.1,6.9,17.72,8,8,100,79,0,2.9,4.5,-1.6,2017,REG,2
106,J.Crowder,Jamison Crowder,WAS,WR,6.7,3.3,3.8,16.44,4,5,80,47,0,9.8,8.9,0.9,2017,REG,2
107,J.Cook,Jared Cook,OAK,TE,4.2,4,2.5,12.06,4,6,66.67,25,0,5,4.6,0.5,2017,REG,2
108,J.Brown,Jaron Brown,ARI,WR,6.4,2.2,15.9,41.19,4,11,36.36,73,0,4,4.5,-0.5,2017,REG,2
109,J.Landry,Jarvis Landry,MIA,WR,8.2,4.8,2.5,11.69,13,15,86.67,78,0,4.5,5.3,-0.8,2017,REG,2
110,J.Witten,Jason Witten,DAL,TE,4.9,1.8,9,31.59,10,13,76.92,97,1,1.1,2.1,-1,2017,REG,2
111,J.Maclin,Jeremy Maclin,BAL,WR,7.5,2,6.6,16.82,4,5,80,31,1,0.2,0.3,0,2017,REG,2
112,J.Kearse,Jermaine Kearse,NYJ,WR,3.6,1.7,15.9,49.53,4,5,80,64,2,2.3,1.9,0.5,2017,REG,2
113,J.James,Jesse James,PIT,TE,6.5,2.3,4.2,5.53,4,5,80,27,0,1.9,2.8,-0.9,2017,REG,2
114,J.Reed,Jordan Reed,WAS,TE,6.5,3.9,3.9,20.38,6,6,100,48,0,3.5,4.3,-0.8,2017,REG,2
115,J.Bellamy,Josh Bellamy,CHI,WR,6.5,1.8,9.6,20.89,4,7,57.14,51,0,1.1,1.2,-0.1,2017,REG,2
116,J.Jones,Julio Jones,ATL,WR,2.6,2,10.5,40.98,5,9,55.56,108,0,11.6,6.5,5.1,2017,REG,2
117,K.Aiken,Kamar Aiken,IND,WR,6.5,1.9,7.6,21.88,3,9,33.33,31,0,5.7,6.2,-0.6,2017,REG,2
118,K.Allen,Keenan Allen,LAC,WR,4.9,3,6,21.95,9,10,90,100,0,5.4,4.4,1,2017,REG,2
119,K.Benjamin,Kelvin Benjamin,CAR,WR,5.2,2.7,9.7,29.77,6,8,75,77,0,3.5,3,0.5,2017,REG,2
120,K.Wright,Kendall Wright,CHI,WR,5.8,2.8,6.4,20.01,7,10,70,69,0,2.5,2,0.5,2017,REG,2
121,K.Stills,Kenny Stills,MIA,WR,7.3,1.8,24.3,37.89,2,5,40,37,1,1.5,1.7,-0.2,2017,REG,2
122,K.Rudolph,Kyle Rudolph,MIN,TE,3.6,4,8.2,17.24,4,6,66.67,45,0,3.5,5.4,-1.9,2017,REG,2
123,L.Treadwell,Laquon Treadwell,MIN,WR,6.4,2.5,11.5,24.19,3,6,50,33,0,4.2,2.9,1.3,2017,REG,2
124,L.Fitzgerald,Larry Fitzgerald,ARI,WR,4.7,2.8,5,7.08,3,6,50,21,0,5.9,7.1,-1.2,2017,REG,2
125,M.Lee,Marqise Lee,JAX,WR,5.4,2.3,9.3,39.74,7,12,58.33,76,0,3.4,4.9,-1.5,2017,REG,2
126,M.Goodwin,Marquise Goodwin,SF,WR,4.5,2.8,8.4,35.38,3,6,50,26,0,3.9,4.6,-0.6,2017,REG,2
127,M.Bennett,Martellus Bennett,GB,TE,7.7,2.6,5.7,25.24,5,11,45.45,47,0,6.9,6,0.8,2017,REG,2
128,M.Jones,Marvin Jones,DET,WR,3.1,1,27.3,57.28,1,5,20,27,1,--,--,--,2017,REG,2
129,M.Crabtree,Michael Crabtree,OAK,WR,4.5,2.8,9.4,45.75,6,6,100,80,3,5.2,5.3,0,2017,REG,2
130,M.Thomas,Michael Thomas,NO,WR,5.9,2.2,14.4,35.41,5,10,50,89,0,4.8,2.2,2.5,2017,REG,2
131,M.Evans,Mike Evans,TB,WR,6.4,2.5,10.9,25.51,7,9,77.78,93,1,2.9,3.8,-0.9,2017,REG,2
132,M.Sanu,Mohamed Sanu,ATL,WR,3.3,2.9,11.2,29.08,5,6,83.33,85,0,5.9,3.2,2.7,2017,REG,2
133,O.Beckham,Odell Beckham,NYG,WR,5.4,3.2,6.6,10.45,4,5,80,36,0,2.8,4.2,-1.4,2017,REG,2
134,P.Richardson,Paul Richardson,SEA,WR,6,2,16.3,28.7,2,5,40,19,1,2.2,3.6,-1.4,2017,REG,2
135,P.Garcon,Pierre Garcon,SF,WR,3.8,2.8,5.8,20.56,3,5,60,26,0,3.1,3.9,-0.7,2017,REG,2
136,R.Cobb,Randall Cobb,GB,WR,7.2,3.3,7.2,26.18,6,9,66.67,60,0,5.7,3.1,2.6,2017,REG,2
137,R.Higgins,Rashard Higgins,CLE,WR,4.2,3.3,12.4,27.51,7,11,63.64,95,0,4.1,4.9,-0.8,2017,REG,2
138,R.Matthews,Rishard Matthews,TEN,WR,4.6,2.4,13.1,26.08,3,5,60,43,0,1.4,2.8,-1.4,2017,REG,2
139,R.Gronkowski,Rob Gronkowski,NE,TE,3.7,1.9,9.9,30.33,6,9,66.67,116,1,10.1,7.2,3,2017,REG,2
140,S.Diggs,Stefon Diggs,MIN,WR,7,2.3,15.9,33.43,2,6,33.33,27,0,2.8,3.3,-0.5,2017,REG,2
141,T.Hilton,T.Y. Hilton,IND,WR,6.3,3.3,8.5,16.23,4,6,66.67,49,0,5.3,7.8,-2.5,2017,REG,2
142,T.Ginn,Ted Ginn,NO,WR,6.7,3,13,19.06,3,6,50,24,0,-0.4,0.5,-0.8,2017,REG,2
143,T.Williams,Terrance Williams,DAL,WR,5.9,2.5,1.1,1.52,4,5,80,17,0,0.9,3.3,-2.3,2017,REG,2
144,T.Smith,Torrey Smith,PHI,WR,9.2,2,22.2,31.05,4,8,50,66,0,1.8,1.3,0.5,2017,REG,2
145,T.Kelce,Travis Kelce,KC,TE,6.2,2.8,5.1,32.65,8,10,80,103,1,8,7.4,0.7,2017,REG,2
146,T.Lockett,Tyler Lockett,SEA,WR,7.2,3.8,7.3,23.1,6,9,66.67,64,0,5.1,4.6,0.6,2017,REG,2
147,T.Hill,Tyreek Hill,KC,WR,9.3,2.2,8.5,32.49,4,6,66.67,43,0,10.6,8.1,2.4,2017,REG,2
148,Z.Ertz,Zach Ertz,PHI,TE,4.4,2.1,8.9,15.64,5,10,50,97,0,7.3,5.7,1.5,2017,REG,2
149,Z.Miller,Zach Miller,CHI,TE,7.5,1.7,5.9,16.64,6,9,66.67,42,0,2.1,2.3,-0.2,2017,REG,2
150,Z.Jones,Zay Jones,BUF,WR,7.9,2.9,16.4,61.49,2,6,33.33,18,0,-0.1,1.1,-1.2,2017,REG,2
151,A.Green,A.J. Green,CIN,WR,5,3.4,12.3,71.7,10,13,76.92,111,1,3.3,3.8,-0.5,2017,REG,3
152,A.Humphries,Adam Humphries,TB,WR,5.7,2.2,8.7,19.2,6,10,60,68,0,2.8,2.9,-0.1,2017,REG,3
153,A.Thielen,Adam Thielen,MIN,WR,8,2.3,16.2,40.74,5,8,62.5,98,0,2.8,4.3,-1.5,2017,REG,3
154,A.Jeffery,Alshon Jeffery,PHI,WR,5.4,1.4,13.2,47.57,4,8,50,56,0,3.6,2.4,1.2,2017,REG,3
155,A.Cooper,Amari Cooper,OAK,WR,5.2,2.1,21.5,51.3,1,5,20,6,0,0.6,4,-3.5,2017,REG,3
156,A.Brown,Antonio Brown,PIT,WR,4.3,2.6,14.1,42.67,10,14,71.43,110,1,1.9,3.1,-1.2,2017,REG,3
157,A.Gates,Antonio Gates,LAC,TE,3.4,1.6,7.5,8.94,2,5,40,30,0,8,6.8,1.2,2017,REG,3
158,A.Seferian-Jenkins,Austin Seferian-Jenkins,NYJ,TE,6.9,2.3,3.9,9.83,5,6,83.33,31,0,3.4,2.7,0.7,2017,REG,3
159,B.Fowler,Bennie Fowler,DEN,WR,6.5,2,8.8,16.4,4,7,57.14,55,0,6.7,6.6,0.1,2017,REG,3
160,B.Cooks,Brandin Cooks,NE,WR,8.8,2.2,25.6,43.11,5,7,71.43,131,2,3.6,3.5,0.1,2017,REG,3
161,B.Marshall,Brandon Marshall,NYG,WR,8.9,1.5,7.5,27.09,8,11,72.73,66,0,3.6,2.2,1.4,2017,REG,3
162,B.Ellington,Bruce Ellington,HOU,WR,5.6,1.5,20,33.47,4,7,57.14,59,1,2,2.1,0,2017,REG,3
163,C.Clay,Charles Clay,BUF,TE,5.3,4.2,2.5,11.74,6,6,100,39,1,3.9,5.9,-2,2017,REG,3
164,C.Hogan,Chris Hogan,NE,WR,6,4.4,12.5,18.06,4,6,66.67,68,2,6.3,8,-1.7,2017,REG,3
165,C.Samuel,Curtis Samuel,CAR,WR,8.6,2.3,7.5,13.45,2,5,40,5,0,5.4,3.9,1.5,2017,REG,3
166,D.Amendola,Danny Amendola,NE,WR,6.5,1.9,15.1,18.19,3,5,60,48,0,0.7,2.4,-1.8,2017,REG,3
167,D.Adams,Davante Adams,GB,WR,6.9,3.2,5.3,12.44,3,6,50,60,0,12.7,5.9,6.8,2017,REG,3
168,D.Hopkins,DeAndre Hopkins,HOU,WR,6.6,2.4,12.7,24.26,7,8,87.5,76,0,0.2,1.3,-1.1,2017,REG,3
169,D.Jackson,DeSean Jackson,TB,WR,5.2,2.5,23.9,36.96,4,7,57.14,84,1,4.9,7.7,-2.9,2017,REG,3
170,D.Parker,DeVante Parker,MIA,WR,6.3,3.2,15.2,32.79,8,10,80,76,1,1.2,2.9,-1.7,2017,REG,3
171,D.Walker,Delanie Walker,TEN,TE,7.2,3.2,3.7,9.31,4,6,66.67,31,0,1.6,3.1,-1.5,2017,REG,3
172,D.Thomas,Demaryius Thomas,DEN,WR,4.2,2.3,10.9,25.98,6,9,66.67,98,0,4.8,3.2,1.6,2017,REG,3
173,D.Funchess,Devin Funchess,CAR,WR,8.1,2.6,16.9,60.97,4,10,40,58,0,3.9,4.1,-0.2,2017,REG,3
174,D.Baldwin,Doug Baldwin,SEA,WR,5.2,2.5,7.9,24.47,10,15,66.67,105,1,4.8,5.4,-0.6,2017,REG,3
175,E.Sanders,Emmanuel Sanders,DEN,WR,5.2,2.8,13.2,52.56,7,15,46.67,75,0,3.1,4.3,-1.2,2017,REG,3
176,E.Decker,Eric Decker,TEN,WR,7.4,2,11.1,22.9,4,5,80,49,0,-0.5,0.1,-0.6,2017,REG,3
177,E.Ebron,Eric Ebron,DET,TE,3.8,3,6.5,11.7,2,7,28.57,9,0,5.8,6.8,-1.1,2017,REG,3
178,E.Engram,Evan Engram,NYG,TE,6.8,2.5,4.7,10.72,5,7,71.43,45,0,2.2,2.8,-0.6,2017,REG,3
179,G.Allison,Geronimo Allison,GB,WR,5.5,3.2,14,43.82,6,8,75,122,0,7.9,5.7,2.2,2017,REG,3
180,G.Tate,Golden Tate,DET,WR,5.5,2.1,9.9,27.99,7,11,63.64,58,1,2.5,2.5,0,2017,REG,3
181,J.Doyle,Jack Doyle,IND,TE,5,5.8,2.5,6.72,2,5,40,16,0,7.5,7.9,-0.4,2017,REG,3
182,J.Crowder,Jamison Crowder,WAS,WR,6.4,3.8,2.9,9.29,6,6,100,52,0,5.8,5.5,0.3,2017,REG,3
183,J.Cook,Jared Cook,OAK,TE,4.2,3.5,5.5,15.68,4,6,66.67,43,1,6.3,6.1,0.2,2017,REG,3
184,J.Brown,Jaron Brown,ARI,WR,6.1,3.4,13.5,19,2,6,33.33,27,1,2.3,4,-1.8,2017,REG,3
185,J.Landry,Jarvis Landry,MIA,WR,5.9,2.2,9,21.41,6,11,54.55,48,0,3.1,4.4,-1.3,2017,REG,3
186,J.Kerley,Jeremy Kerley,NYJ,WR,6.7,3.4,7.6,15.93,5,5,100,42,0,0.8,1.4,-0.6,2017,REG,3
187,J.Maclin,Jeremy Maclin,BAL,WR,8.3,2.1,10.1,28.21,1,5,20,8,0,6.5,4.9,1.5,2017,REG,3
188,J.Gresham,Jermaine Gresham,ARI,TE,5.1,2.5,5,10.46,5,9,55.56,47,0,2.5,2.7,-0.2,2017,REG,3
189,J.Graham,Jimmy Graham,SEA,TE,6.4,2.5,9,20.59,7,11,63.64,72,0,5,4.9,0.1,2017,REG,3
190,J.Matthews,Jordan Matthews,BUF,WR,6.4,3.5,6.3,24.38,3,5,60,61,0,12.5,17.2,-4.7,2017,REG,3
191,J.Nelson,Jordy Nelson,GB,WR,6.1,3.3,8.9,31.24,6,9,66.67,52,2,3,2.3,0.7,2017,REG,3
192,J.Smith-Schuster,JuJu Smith-Schuster,PIT,WR,4.7,3,8.2,10.67,2,6,33.33,39,0,18.7,13.9,4.8,2017,REG,3
193,J.Jones,Julio Jones,ATL,WR,5.3,2.2,18.4,63.52,7,12,58.33,91,0,4.5,5.7,-1.2,2017,REG,3
